,Unnamed: 0,TEAM,GP,PPG,FGM-game,FGA-game,FGM-total,FGA-total,FG%,2PM,2PA,2P%,PPS,FG%.adj,team,games_played,assist,assist_per_game,turnover,turnover_per_game,assist/to
242,242,cincinnati,33,71.8,24.9,57.7,822,1903,0.43200000000000005,602,1274,0.473,1.24,0.49,Cincinnati,33,451,13.7,347,10.5,1.3
243,243,tennessee state,30,72.7,25.0,58.0,751,1739,0.43200000000000005,511,1023,0.5,1.25,0.501,Tennessee State,30,342,11.4,497,16.6,0.69
244,244,long beach state,34,74.9,25.8,59.7,877,2031,0.43200000000000005,660,1401,0.47100000000000003,1.25,0.485,Long Beach State,34,399,11.7,479,14.1,0.83
245,245,st. bonaventure,33,66.6,24.3,56.3,802,1858,0.43200000000000005,601,1242,0.484,1.18,0.486,St. Bonaventure,33,408,12.4,408,12.4,1.0
246,246,northern arizona,31,73.0,25.3,58.7,785,1819,0.43200000000000005,526,1070,0.49200000000000005,1.24,0.503,Northern Arizona,31,381,12.3,372,12.0,1.02
247,247,umkc,32,69.4,24.2,56.1,774,1794,0.431,515,1066,0.483,1.24,0.504,UMKC,32,352,11.0,391,12.2,0.9
248,248,saint peter's,32,62.9,22.1,51.2,707,1639,0.431,523,1072,0.488,1.23,0.48700000000000004,Saint Peter's,32,301,9.4,488,15.3,0.62
249,249,kansas state,33,65.8,23.8,55.1,784,1819,0.431,551,1125,0.49,1.19,0.495,Kansas State,33,454,13.8,372,11.3,1.22
250,250,illinois state,33,68.4,24.6,57.2,813,1887,0.431,569,1153,0.493,1.2,0.495,Illinois State,33,421,12.8,417,12.6,1.01
251,251,illinois,33,72.7,26.1,60.6,862,2001,0.431,603,1250,0.48200000000000004,1.2,0.496,Illinois,33,446,13.5,434,13.2,1.03
252,252,binghamton,33,65.2,24.0,55.8,793,1842,0.431,518,1054,0.491,1.17,0.505,Binghamton,33,324,9.8,409,12.4,0.79
253,253,missouri,32,67.2,23.7,55.1,758,1764,0.43,494,1037,0.47600000000000003,1.22,0.505,Missouri,32,354,11.1,448,14.0,0.79
254,254,eastern washington,34,72.4,25.8,60.0,876,2040,0.429,566,1154,0.49,1.21,0.505,Eastern Washington,34,467,13.7,401,11.8,1.16
255,255,texas a&m-cc,32,66.4,24.2,56.3,774,1803,0.429,572,1182,0.484,1.18,0.485,Texas A&M-CC,32,423,13.2,456,14.3,0.93
256,256,morehead state,33,73.7,25.9,60.4,855,1993,0.429,595,1231,0.483,1.22,0.494,Morehead State,33,440,13.3,402,12.2,1.09
257,257,south florida,32,72.3,23.8,55.4,761,1774,0.429,540,1097,0.49200000000000005,1.3,0.491,South Florida,32,441,13.8,513,16.0,0.86
258,258,rhode island,33,69.5,24.9,58.0,821,1914,0.429,649,1299,0.5,1.2,0.474,Rhode Island,33,401,12.2,405,12.3,0.99
259,259,south carolina state,34,70.2,23.9,55.6,811,1891,0.429,618,1309,0.47200000000000003,1.26,0.48,South Carolina State,34,386,11.4,494,14.5,0.78
260,260,charleston southern,32,76.2,27.2,63.5,871,2032,0.429,554,1131,0.49,1.2,0.507,Charleston Southern,32,459,14.3,414,12.9,1.11
261,261,army,32,70.9,26.2,61.1,837,1956,0.428,565,1093,0.517,1.16,0.49700000000000005,Army,32,499,15.6,376,11.8,1.33
262,262,csu bakersfield,31,71.3,26.2,61.2,811,1896,0.428,599,1258,0.47600000000000003,1.17,0.484,CSU Bakersfield,31,359,11.6,410,13.2,0.88
263,263,duquesne,32,73.5,25.3,59.2,810,1894,0.428,539,1053,0.512,1.24,0.499,Duquesne,32,442,13.8,451,14.1,0.98
264,264,nebraska,34,71.6,25.4,59.3,862,2016,0.428,604,1254,0.48200000000000004,1.21,0.49200000000000005,Nebraska,34,431,12.7,329,9.7,1.31
265,265,youngstown state,32,75.5,27.5,64.3,879,2057,0.42700000000000005,576,1166,0.494,1.17,0.501,Youngstown State,32,449,14.0,422,13.2,1.06
266,266,unlv,31,73.4,25.5,59.7,791,1852,0.42700000000000005,540,1107,0.488,1.23,0.495,UNLV,31,401,12.9,400,12.9,1.0
267,267,vmi,32,76.0,26.3,61.7,843,1974,0.42700000000000005,520,1075,0.484,1.23,0.509,VMI,32,442,13.8,390,12.2,1.13
268,268,florida,34,68.3,23.9,56.1,814,1907,0.42700000000000005,537,1079,0.498,1.22,0.499,Florida,34,416,12.2,400,11.8,1.04
269,269,arkansas-pine bluff,32,65.9,22.5,52.7,719,1685,0.42700000000000005,525,1111,0.473,1.25,0.484,Arkansas-Pine Bluff,32,365,11.4,478,14.9,0.76
270,270,arizona,32,70.9,24.8,58.2,794,1861,0.42700000000000005,559,1162,0.48100000000000004,1.22,0.49,Arizona,32,398,12.4,370,11.6,1.08
271,271,california,31,68.4,23.8,56.0,739,1735,0.426,532,1143,0.465,1.22,0.486,California,31,338,10.9,350,11.3,0.97
272,272,rice,32,74.0,24.8,58.3,795,1867,0.426,518,1070,0.484,1.27,0.5,Rice,32,425,13.3,438,13.7,0.97
273,273,central arkansas,33,72.2,24.5,57.7,810,1903,0.426,534,1119,0.47700000000000004,1.25,0.498,Central Arkansas,33,463,14.0,477,14.5,0.97
274,274,western michigan,32,70.2,24.2,56.9,774,1822,0.425,546,1099,0.49700000000000005,1.23,0.48700000000000004,Western Michigan,32,374,11.7,490,15.3,0.76
275,275,quinnipiac,30,73.8,23.6,55.6,709,1669,0.425,371,771,0.48100000000000004,1.33,0.526,Quinnipiac,30,384,12.8,408,13.6,0.94
276,276,boston college,31,70.8,24.8,58.3,768,1808,0.425,550,1121,0.491,1.21,0.485,Boston College,31,382,12.3,377,12.2,1.01
277,277,eastern kentucky,31,82.6,29.1,68.5,902,2125,0.424,630,1293,0.48700000000000004,1.21,0.488,Eastern Kentucky,31,458,14.8,447,14.4,1.02
278,278,portland state,32,77.3,26.8,63.0,856,2017,0.424,618,1248,0.495,1.23,0.483,Portland State,32,434,13.6,449,14.0,0.97
279,279,providence,33,71.4,24.6,57.9,811,1911,0.424,589,1244,0.473,1.23,0.48200000000000004,Providence,33,475,14.4,436,13.2,1.09
280,280,syracuse,33,69.7,23.8,56.2,787,1856,0.424,525,1061,0.495,1.24,0.495,Syracuse,33,396,12.0,411,12.5,0.96
281,281,oklahoma state,32,68.1,23.8,56.1,760,1796,0.423,480,1043,0.46,1.21,0.501,Oklahoma State,32,422,13.2,389,12.2,1.08
282,282,longwood,32,69.6,23.2,54.8,742,1755,0.423,440,877,0.502,1.27,0.509,Longwood,32,364,11.4,459,14.3,0.79
283,283,nicholls,30,72.4,26.0,61.4,779,1843,0.423,466,993,0.469,1.18,0.508,Nicholls,30,414,13.8,364,12.1,1.14
284,284,south carolina,32,72.7,25.2,59.6,806,1907,0.423,564,1245,0.45299999999999996,1.22,0.486,South Carolina,32,413,12.9,433,13.5,0.95
285,285,st. francis (bkn),32,71.0,25.4,60.2,814,1926,0.423,555,1149,0.483,1.18,0.49,St. Francis (BKN),32,369,11.5,401,12.5,0.92
286,286,pacific,32,66.8,22.2,52.5,710,1681,0.42200000000000004,512,1115,0.45899999999999996,1.27,0.48100000000000004,Pacific,32,325,10.2,426,13.3,0.76
287,287,stony brook,32,71.4,24.7,58.5,790,1872,0.42200000000000004,566,1185,0.478,1.22,0.48200000000000004,Stony Brook,32,358,11.2,458,14.3,0.78
288,288,new mexico,32,76.3,25.4,60.3,814,1929,0.42200000000000004,522,1084,0.48200000000000004,1.27,0.498,New Mexico,32,446,13.9,455,14.2,0.98
289,289,bryant,30,69.6,23.6,56.0,709,1681,0.42200000000000004,479,973,0.49200000000000005,1.24,0.49,Bryant,30,319,10.6,382,12.7,0.84
290,290,niagara,32,72.4,24.8,59.0,795,1887,0.42100000000000004,530,1149,0.461,1.23,0.49200000000000005,Niagara,32,343,10.7,390,12.2,0.88
291,291,miami (oh),32,70.8,24.3,57.7,777,1847,0.42100000000000004,508,1014,0.501,1.23,0.494,Miami (OH),32,349,10.9,413,12.9,0.85
292,292,evansville,32,69.8,23.3,55.5,747,1776,0.42100000000000004,483,1000,0.483,1.26,0.495,Evansville,32,394,12.3,415,13.0,0.95
293,293,vanderbilt,32,68.1,23.0,54.7,736,1750,0.42100000000000004,506,1011,0.5,1.25,0.486,Vanderbilt,32,371,11.6,454,14.2,0.82
294,294,milwaukee,31,69.2,24.7,58.7,765,1820,0.42,528,1128,0.46799999999999997,1.18,0.485,Milwaukee,31,356,11.5,381,12.3,0.93
295,295,saint louis,34,67.4,23.9,57.1,814,1941,0.419,617,1311,0.47100000000000003,1.18,0.47,Saint Louis,34,441,13.0,439,12.9,1.0
296,296,middle tennessee,32,66.9,24.3,58.1,778,1858,0.419,566,1208,0.469,1.15,0.47600000000000003,Middle Tennessee,32,352,11.0,512,16.0,0.69
297,297,rutgers,31,67.9,24.9,59.4,771,1842,0.419,580,1230,0.47200000000000003,1.14,0.47,Rutgers,31,390,12.6,407,13.1,0.96
298,298,detroit mercy,31,73.5,25.3,60.5,784,1874,0.418,490,1049,0.467,1.22,0.49700000000000005,Detroit Mercy,31,319,10.3,355,11.5,0.9
299,299,siu-edwardsville,31,73.1,25.6,61.2,794,1898,0.418,593,1233,0.48100000000000004,1.19,0.47100000000000003,SIU-Edwardsville,31,382,12.3,437,14.1,0.87
300,300,east carolina,31,67.4,24.2,57.8,749,1791,0.418,594,1246,0.47700000000000004,1.17,0.461,East Carolina,31,382,12.3,414,13.4,0.92
301,301,arkansas state,32,73.7,24.9,59.5,796,1904,0.418,559,1195,0.46799999999999997,1.24,0.48,Arkansas State,32,363,11.3,448,14.0,0.81
302,302,pittsburgh,33,69.9,23.3,55.8,769,1841,0.418,544,1161,0.469,1.25,0.479,Pittsburgh,33,387,11.7,448,13.6,0.86
303,303,mt. st. mary's,31,67.5,23.6,56.6,733,1755,0.418,510,1032,0.494,1.19,0.48100000000000004,Mt. St. Mary's,31,354,11.4,410,13.2,0.86
304,304,penn state,32,69.7,24.7,59.3,791,1898,0.41700000000000004,569,1205,0.47200000000000003,1.17,0.475,Penn State,32,389,12.2,399,12.5,0.97
305,305,ut rio grande valley,35,70.7,23.9,57.3,836,2006,0.41700000000000004,649,1416,0.45799999999999996,1.23,0.46299999999999997,UT Rio Grande Valley,35,461,13.2,449,12.8,1.03
306,306,wyoming,32,65.8,21.6,51.8,690,1656,0.41700000000000004,442,936,0.47200000000000003,1.27,0.49200000000000005,Wyoming,32,331,10.3,450,14.1,0.74
307,307,northern iowa,34,65.1,22.6,54.3,769,1847,0.41600000000000004,493,1055,0.467,1.2,0.491,Northern Iowa,34,370,10.9,393,11.6,0.94
308,308,albany,32,67.2,22.8,54.7,728,1750,0.41600000000000004,454,960,0.473,1.23,0.494,Albany,32,402,12.6,453,14.2,0.89
309,309,tennessee tech,31,67.9,23.9,57.5,742,1784,0.41600000000000004,529,1164,0.45399999999999996,1.18,0.47600000000000003,Tennessee Tech,31,389,12.5,517,16.7,0.75
310,310,charlotte,29,61.2,20.6,49.7,598,1442,0.415,407,827,0.49200000000000005,1.23,0.48100000000000004,Charlotte,29,288,9.9,420,14.5,0.69
311,311,monmouth,35,65.3,22.7,54.7,794,1916,0.414,626,1350,0.46399999999999997,1.19,0.45799999999999996,Monmouth,35,379,10.8,501,14.3,0.76
312,312,central connecticut,31,71.1,24.3,58.7,754,1821,0.414,553,1209,0.457,1.21,0.469,Central Connecticut,31,353,11.4,427,13.8,0.83
313,313,south carolina upstate,32,67.8,24.2,58.5,775,1872,0.414,506,1055,0.48,1.16,0.486,South Carolina Upstate,32,434,13.6,440,13.8,0.99
314,314,portland,32,64.9,22.1,53.4,707,1708,0.414,491,1044,0.47,1.22,0.47700000000000004,Portland,32,369,11.5,425,13.3,0.87
315,315,west virginia,34,73.1,24.7,59.9,841,2036,0.413,588,1238,0.475,1.22,0.475,West Virginia,34,454,13.4,535,15.7,0.85
316,316,alcorn state,31,64.4,22.9,55.5,709,1721,0.41200000000000003,498,1075,0.46299999999999997,1.16,0.473,Alcorn State,31,391,12.6,492,15.9,0.79
317,317,florida atlantic,32,70.5,24.6,59.8,788,1913,0.41200000000000003,509,1048,0.486,1.18,0.485,Florida Atlantic,32,407,12.7,471,14.7,0.86
318,318,cal poly,29,66.6,24.3,59.1,706,1715,0.41200000000000003,481,1028,0.46799999999999997,1.13,0.47700000000000004,Cal Poly,29,301,10.4,334,11.5,0.9
319,319,princeton,28,69.6,24.5,59.5,685,1666,0.41100000000000003,478,987,0.484,1.17,0.473,Princeton,28,295,10.5,354,12.6,0.83
320,320,tulane,31,67.2,23.6,57.5,733,1783,0.41100000000000003,520,1113,0.467,1.17,0.47100000000000003,Tulane,31,444,14.3,467,15.1,0.95
321,321,ut arlington,32,69.4,23.7,57.6,758,1844,0.41100000000000003,531,1104,0.48100000000000004,1.2,0.473,UT Arlington,32,409,12.8,453,14.2,0.9
322,322,old dominion,34,66.2,23.7,57.6,805,1959,0.41100000000000003,547,1228,0.445,1.15,0.47700000000000004,Old Dominion,34,435,12.8,399,11.7,1.09
323,323,navy,31,66.5,23.6,57.6,732,1786,0.41,524,1130,0.46399999999999997,1.15,0.46799999999999997,Navy,31,399,12.9,437,14.1,0.91
324,324,chicago state,32,61.6,22.4,54.8,718,1752,0.41,577,1281,0.45,1.12,0.45,Chicago State,32,376,11.8,512,16.0,0.73
325,325,akron,33,68.8,24.2,59.0,797,1948,0.409,500,1019,0.491,1.17,0.485,Akron,33,399,12.1,387,11.7,1.03
326,326,saint joseph's,33,70.5,24.0,58.9,793,1943,0.408,513,1074,0.478,1.2,0.48,Saint Joseph's,33,397,12.0,305,9.2,1.3
327,327,alabama a&m,32,60.6,23.0,56.5,736,1809,0.40700000000000003,554,1230,0.45,1.07,0.457,Alabama A&M,32,385,12.0,492,15.4,0.78
328,328,wichita state,33,70.7,25.1,61.7,828,2037,0.406,581,1240,0.469,1.15,0.467,Wichita State,33,452,13.7,392,11.9,1.15
329,329,northwestern state,31,66.2,23.4,57.7,725,1790,0.405,535,1144,0.46799999999999997,1.15,0.45799999999999996,Northwestern State,31,340,11.0,497,16.0,0.68
330,330,manhattan,32,57.3,20.3,50.3,651,1608,0.405,432,947,0.456,1.14,0.473,Manhattan,32,360,11.3,485,15.2,0.74
331,331,stetson,31,69.4,25.6,63.3,794,1962,0.405,579,1278,0.45299999999999996,1.1,0.45899999999999996,Stetson,31,418,13.5,396,12.8,1.06
332,332,george washington,33,63.5,22.6,55.8,745,1842,0.40399999999999997,549,1211,0.45299999999999996,1.14,0.45799999999999996,George Washington,33,375,11.4,412,12.5,0.91
333,333,jackson state,32,61.7,22.4,55.4,717,1774,0.40399999999999997,562,1220,0.461,1.11,0.44799999999999995,Jackson State,32,359,11.2,437,13.7,0.82
334,334,san josé st,31,65.9,23.0,56.9,713,1765,0.40399999999999997,503,1124,0.44799999999999995,1.16,0.46299999999999997,San José St,31,423,13.6,485,15.6,0.87
335,335,alabama state,31,67.3,23.0,56.9,712,1764,0.40399999999999997,496,1090,0.455,1.18,0.465,Alabama State,31,313,10.1,450,14.5,0.7
336,336,unc asheville,31,59.9,21.1,52.5,655,1627,0.40299999999999997,432,940,0.46,1.14,0.47100000000000003,UNC Asheville,31,331,10.7,455,14.7,0.73
337,337,northwestern,32,65.9,23.0,57.1,735,1827,0.402,502,1083,0.46399999999999997,1.15,0.466,Northwestern,32,451,14.1,348,10.9,1.3
338,338,fordham,32,65.9,23.7,59.1,759,1890,0.402,483,1059,0.456,1.12,0.475,Fordham,32,360,11.3,345,10.8,1.04
339,339,utep,29,64.1,22.0,54.9,639,1592,0.401,440,972,0.45299999999999996,1.17,0.46399999999999997,UTEP,29,307,10.6,466,16.1,0.66
340,340,la salle,31,67.5,23.2,58.0,719,1798,0.4,460,1015,0.45299999999999996,1.16,0.47200000000000003,La Salle,31,391,12.6,434,14.0,0.9
341,341,savannah state,31,76.1,26.6,67.1,825,2080,0.397,474,881,0.5379999999999999,1.13,0.48100000000000004,Savannah State,31,462,14.9,478,15.4,0.97
342,342,morgan state,30,72.0,25.3,64.0,758,1920,0.395,590,1399,0.42200000000000004,1.13,0.439,Morgan State,30,358,11.9,402,13.4,0.89
343,343,wake forest,31,68.4,23.0,58.5,714,1812,0.39399999999999996,517,1172,0.441,1.17,0.44799999999999995,Wake Forest,31,330,10.6,417,13.5,0.79
344,344,notre dame,33,68.7,23.5,59.8,776,1973,0.39299999999999996,504,1110,0.45399999999999996,1.15,0.462,Notre Dame,33,423,12.8,305,9.2,1.39
345,345,maryland-eastern shore,32,57.3,20.8,53.3,666,1705,0.391,494,1095,0.451,1.08,0.441,Maryland-Eastern Shore,32,361,11.3,431,13.5,0.84
346,346,north alabama,32,67.0,23.3,59.8,744,1914,0.389,504,1109,0.45399999999999996,1.12,0.451,North Alabama,32,334,10.4,437,13.7,0.76
347,347,coppin state,33,64.2,21.5,55.4,710,1827,0.389,470,986,0.47700000000000004,1.16,0.45399999999999996,Coppin State,33,326,9.9,553,16.8,0.59
348,348,wagner,30,65.8,21.8,56.5,655,1696,0.386,419,923,0.45399999999999996,1.16,0.456,Wagner,30,351,11.7,414,13.8,0.85
349,349,kennesaw state,32,63.4,23.2,60.8,742,1945,0.381,606,1507,0.402,1.04,0.41600000000000004,Kennesaw State,32,362,11.3,437,13.7,0.83
350,350,mississippi valley state,32,64.3,22.8,60.1,730,1923,0.38,558,1369,0.408,1.07,0.424,Mississippi Valley State,32,361,11.3,415,13.0,0.87
351,351,new hampshire,29,60.1,21.5,57.1,623,1656,0.376,362,869,0.41700000000000004,1.05,0.455,New Hampshire,29,325,11.2,356,12.3,0.91
352,352,delaware state,31,63.1,22.4,63.3,695,1963,0.354,461,1174,0.39299999999999996,1.0,0.414,Delaware State,31,333,10.7,434,14.0,0.77
